Destination,Type,Budget (INR),Duration (days),Rating,Climate,Popularity,Best Season,Latitude,Longitude,Best Food to Try,Best Mode of Transportation
Ooty,Hill Station,16816,2,4.9,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Hampi,Heritage,14667,4,4.5,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Mysore,Cultural,9572,3,4.9,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,19718,5,4.4,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,16045,4,4.1,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,14153,4,4.0,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,15074,3,4.3,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,15295,5,4.5,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Ooty,Hill Station,15657,4,4.4,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Munnar,Hill Station,14949,2,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,24537,6,4.7,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,15406,4,4.5,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Udaipur,Historical,13858,4,4.7,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,20439,4,4.9,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,17938,3,4.0,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Udaipur,Historical,12975,4,4.5,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Ranthambore,Wildlife,18385,4,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Munnar,Hill Station,18158,2,4.2,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Kaziranga,Wildlife,17984,5,4.9,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Shimla,Hill Station,17085,3,4.8,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,12910,2,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,16197,2,4.4,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,10713,4,4.5,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ooty,Hill Station,14918,2,4.0,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Kaziranga,Wildlife,17216,5,4.1,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,10340,2,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Kaziranga,Wildlife,19236,5,4.6,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,19351,5,4.5,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Udaipur,Historical,13462,3,4.5,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Goa,Beach,21699,5,4.2,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Shimla,Hill Station,14453,3,4.4,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Darjeeling,Hill Station,19112,4,4.3,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Ladakh,Adventure,31562,5,4.7,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,13765,3,4.4,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Shimla,Hill Station,17366,5,4.1,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,15765,2,4.7,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Darjeeling,Hill Station,17925,4,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Hampi,Heritage,15209,4,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,14680,3,4.7,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,14098,4,4.5,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Andaman,Beach,25572,5,4.1,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Ooty,Hill Station,13592,3,4.8,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Munnar,Hill Station,18698,4,4.1,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,14883,3,4.2,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Mysore,Cultural,9288,3,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Jaipur,Historical,14113,3,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ranthambore,Wildlife,19242,4,4.1,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,20549,5,4.2,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,18703,2,4.1,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,19641,4,4.2,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Munnar,Hill Station,17522,3,4.8,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Munnar,Hill Station,16766,2,4.7,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,11586,2,4.6,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Andaman,Beach,27749,4,4.1,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Rishikesh,Adventure,14123,5,4.6,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,15795,4,4.9,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Munnar,Hill Station,16189,2,4.7,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Andaman,Beach,26011,6,4.7,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Mysore,Cultural,8270,2,4.8,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Ranthambore,Wildlife,18752,3,4.5,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,18083,3,4.1,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Kaziranga,Wildlife,18810,3,4.2,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Kaziranga,Wildlife,17859,5,4.6,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,14537,3,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,17790,5,4.4,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Ooty,Hill Station,13742,2,4.4,Cool,High,October-June,11.4064,76.6932,Unknown,Unknown
Ladakh,Adventure,28904,7,4.8,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Udaipur,Historical,12144,2,4.2,Hot,Medium,September-March,24.5854,73.7125,Unknown,Unknown
Ladakh,Adventure,31944,5,4.1,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Manali,Hill Station,13207,6,4.0,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Hampi,Heritage,15811,3,4.4,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Udaipur,Historical,15085,4,4.2,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Hampi,Heritage,15122,2,4.6,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,15512,3,4.3,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ranthambore,Wildlife,21093,3,4.1,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ladakh,Adventure,28562,5,4.2,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Mysore,Cultural,10557,2,4.5,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Udaipur,Historical,15936,3,4.7,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Kaziranga,Wildlife,16585,3,4.4,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Jaipur,Historical,13093,4,4.5,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Jaipur,Historical,13857,2,4.3,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Manali,Hill Station,13825,5,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,16581,2,4.3,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ranthambore,Wildlife,22260,3,4.3,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Jaipur,Historical,12337,4,4.6,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Goa,Beach,18795,4,4.9,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Jaipur,Historical,11828,3,4.2,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Jaipur,Historical,11724,4,4.2,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Udaipur,Historical,15668,4,4.7,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Andaman,Beach,27906,6,4.6,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Udaipur,Historical,12327,4,4.5,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Manali,Hill Station,13791,6,4.7,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,13744,6,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,13690,3,4.4,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Hampi,Heritage,15585,2,4.2,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Goa,Beach,19647,4,4.8,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Rishikesh,Adventure,14095,4,4.2,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Goa,Beach,18756,4,4.0,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Goa,Beach,21927,4,4.2,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,11437,4,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,18258,5,4.1,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Andaman,Beach,26491,5,4.5,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Munnar,Hill Station,16714,4,4.8,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,32344,6,4.7,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Munnar,Hill Station,16900,2,4.6,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,31008,6,4.0,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Munnar,Hill Station,17772,3,4.2,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,11058,2,4.5,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Rishikesh,Adventure,10015,5,4.5,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ladakh,Adventure,32442,7,4.5,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Kaziranga,Wildlife,19028,4,4.7,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Goa,Beach,18299,4,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,32464,6,4.3,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Hampi,Heritage,11175,2,4.1,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,19952,3,4.7,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,15236,3,4.1,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Kaziranga,Wildlife,19590,5,4.3,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Mysore,Cultural,12986,3,4.0,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Mysore,Cultural,11189,2,4.2,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Andaman,Beach,24039,4,4.2,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ooty,Hill Station,16905,2,4.2,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Kaziranga,Wildlife,16278,3,4.4,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Rishikesh,Adventure,10888,3,4.5,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Jaipur,Historical,10087,3,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Mysore,Cultural,8658,2,4.8,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Kaziranga,Wildlife,19447,4,4.4,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Manali,Hill Station,15263,4,4.6,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Jaipur,Historical,13025,4,4.2,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Hampi,Heritage,11084,3,4.8,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Hampi,Heritage,11747,3,4.6,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Darjeeling,Hill Station,16783,5,4.4,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,11535,2,4.5,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Goa,Beach,21811,3,4.0,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,13402,3,4.5,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,20425,4,4.2,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Munnar,Hill Station,14780,4,4.7,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Goa,Beach,19258,5,4.7,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,14742,5,4.5,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Mysore,Cultural,12949,2,4.3,Moderate,Low,October-February,12.2958,76.6394,Unknown,Unknown
Darjeeling,Hill Station,19647,5,4.5,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Kaziranga,Wildlife,16453,4,4.8,Humid,Low,November-April,26.5775,93.1711,Unknown,Unknown
Hampi,Heritage,13531,4,4.3,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Munnar,Hill Station,18388,2,4.9,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Darjeeling,Hill Station,18599,3,4.5,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Andaman,Beach,24599,4,4.5,Tropical,Medium,November-May,11.7401,92.6586,Unknown,Unknown
Ladakh,Adventure,29857,5,4.4,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Ranthambore,Wildlife,19306,2,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Goa,Beach,20074,5,4.4,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ladakh,Adventure,28938,5,4.1,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Shimla,Hill Station,17896,3,4.1,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Udaipur,Historical,14028,3,4.6,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Udaipur,Historical,15089,2,4.6,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Munnar,Hill Station,17525,4,4.4,Cool,High,October-May,10.0889,77.0595,Unknown,Unknown
Jaipur,Historical,10697,4,4.4,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,17192,4,4.9,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Darjeeling,Hill Station,17492,5,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Munnar,Hill Station,18020,4,4.8,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Rishikesh,Adventure,10699,5,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Ranthambore,Wildlife,18613,3,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Hampi,Heritage,11697,4,4.2,Hot & Dry,Medium,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Kaziranga,Wildlife,18163,4,4.8,Humid,Medium,November-April,26.5775,93.1711,Unknown,Unknown
Ranthambore,Wildlife,18423,2,4.3,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,16799,3,4.7,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Mysore,Cultural,11253,2,4.3,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Udaipur,Historical,16971,3,4.8,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Rishikesh,Adventure,11547,3,4.8,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,18412,4,4.8,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Shimla,Hill Station,17666,4,4.5,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Goa,Beach,22438,5,4.6,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Manali,Hill Station,15284,4,4.4,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Darjeeling,Hill Station,18307,5,4.8,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,21394,5,4.3,Tropical,Medium,November-February,15.2993,74.124,Unknown,Unknown
Darjeeling,Hill Station,17332,5,4.9,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,20448,4,4.7,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Andaman,Beach,24081,6,4.7,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Manali,Hill Station,16832,4,4.6,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,15287,5,4.6,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Mysore,Cultural,12945,3,4.1,Moderate,High,October-February,12.2958,76.6394,Unknown,Unknown
Rishikesh,Adventure,13147,4,4.3,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Jaipur,Historical,14807,2,4.0,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Mysore,Cultural,10673,2,4.8,Moderate,Medium,October-February,12.2958,76.6394,Unknown,Unknown
Andaman,Beach,25283,6,4.1,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,13827,4,4.0,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Manali,Hill Station,14766,5,4.3,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Munnar,Hill Station,15710,2,4.6,Cool,Medium,October-May,10.0889,77.0595,Unknown,Unknown
Ooty,Hill Station,13804,3,4.6,Cool,Low,October-June,11.4064,76.6932,Unknown,Unknown
Ranthambore,Wildlife,20417,3,4.2,Hot,Medium,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ranthambore,Wildlife,22943,3,4.9,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Shimla,Hill Station,18784,3,4.8,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Manali,Hill Station,15484,5,4.6,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Shimla,Hill Station,17159,5,4.8,Cold,Low,March-June,31.1048,77.1734,Unknown,Unknown
Hampi,Heritage,13558,3,4.1,Hot & Dry,High,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ladakh,Adventure,28420,7,4.9,Cold,Medium,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Rishikesh,Adventure,13947,5,4.4,Moderate,High,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Udaipur,Historical,16641,3,4.8,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Andaman,Beach,23228,5,4.9,Tropical,Low,November-May,11.7401,92.6586,Unknown,Unknown
Jaipur,Historical,12062,4,4.2,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Darjeeling,Hill Station,19411,5,4.4,Cool,High,March-May,27.036,88.2627,Unknown,Unknown
Goa,Beach,18001,5,4.8,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Ranthambore,Wildlife,18945,2,4.6,Hot,High,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Darjeeling,Hill Station,17606,3,4.2,Cool,Low,March-May,27.036,88.2627,Unknown,Unknown
Udaipur,Historical,12813,2,4.8,Hot,High,September-March,24.5854,73.7125,Unknown,Unknown
Hampi,Heritage,12765,2,4.2,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Ladakh,Adventure,32658,5,4.3,Cold,Low,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Jaipur,Historical,12510,4,4.4,Arid,High,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Ranthambore,Wildlife,20260,4,4.3,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Andaman,Beach,24108,5,4.1,Tropical,High,November-May,11.7401,92.6586,Unknown,Unknown
Goa,Beach,21772,3,4.7,Tropical,Low,November-February,15.2993,74.124,Unknown,Unknown
Jaipur,Historical,11700,4,4.3,Arid,Low,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Shimla,Hill Station,15326,5,4.9,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Ladakh,Adventure,30313,5,4.5,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Manali,Hill Station,15458,5,4.3,Cold,Low,March-June,32.2396,77.1887,Unknown,Unknown
Manali,Hill Station,15757,5,4.7,Cold,Medium,March-June,32.2396,77.1887,Unknown,Unknown
Rishikesh,Adventure,10962,3,4.0,Moderate,Medium,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
Shimla,Hill Station,15486,4,4.3,Cold,Medium,March-June,31.1048,77.1734,Unknown,Unknown
Ooty,Hill Station,14478,4,4.3,Cool,Medium,October-June,11.4064,76.6932,Unknown,Unknown
Manali,Hill Station,14702,4,4.5,Cold,High,March-June,32.2396,77.1887,Unknown,Unknown
Kaziranga,Wildlife,20182,3,4.6,Humid,High,November-April,26.5775,93.1711,Unknown,Unknown
Darjeeling,Hill Station,18136,3,4.8,Cool,Medium,March-May,27.036,88.2627,Unknown,Unknown
Shimla,Hill Station,16425,3,4.2,Cold,High,March-June,31.1048,77.1734,Unknown,Unknown
Ranthambore,Wildlife,20270,4,4.7,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Ranthambore,Wildlife,21275,2,4.3,Hot,Low,October-April,26.0173,76.5026,Laal Maas,"Train, Car"
Udaipur,Historical,13736,4,4.1,Hot,Low,September-March,24.5854,73.7125,Unknown,Unknown
Jaipur,Historical,13432,3,4.8,Arid,Medium,October-March,26.9124,75.7873,Dal Baati Churma,"Train, Flight, Bus"
Munnar,Hill Station,17087,3,4.5,Cool,Low,October-May,10.0889,77.0595,Unknown,Unknown
Ladakh,Adventure,31872,7,4.6,Cold,High,May-September,34.1526,77.577,"Thukpa, Momos","Flight, Bike, Car"
Goa,Beach,20346,3,4.2,Tropical,High,November-February,15.2993,74.124,Unknown,Unknown
Hampi,Heritage,13574,4,4.0,Hot & Dry,Low,October-February,15.335,76.462,"Kharabath, Dosa","Train, Bus, Car"
Rishikesh,Adventure,13195,3,4.1,Moderate,Low,October-March,30.0869,78.2676,"Aloo Puri, Chaat","Train, Bus, Car"
